name,code,side,title,rank_in_party,begin_date,end_date,memberId,congress
Committee on Appropriations,HSAP,minority,Member,17.0,,2023-01-03,P000601,117
Committee on Appropriations,HSAP,minority,Member,19.0,2019-01-23,2021-01-03,P000601,116
Committee on Appropriations,HSAP,majority,Member,26.0,,2019-01-03,P000601,115
Committee on Appropriations,HSAP,null,null,30.0,,2017-01-03,P000601,114
Committee on Armed Services,HSAS,null,null,26.0,2013-01-04,2015-01-03,P000601,113
Committee on Homeland Security,HSHM,null,null,11.0,2013-01-04,2015-01-03,P000601,113
"Committee on Science, Space, and Technology",HSSY,null,null,9.0,2013-01-04,2015-01-03,P000601,113
"Committee on Science, Space, and Technology",HSSY,null,null,16.0,2011-01-18,2013-01-03,P000601,112
Committee on Armed Services,HSAS,null,null,31.0,2011-01-12,2013-01-03,P000601,112
Committee on Energy and Commerce,HSIF,majority,Chair,1.0,,2023-01-03,P000034,117
Committee on Energy and Commerce,HSIF,majority,Chair,1.0,2019-01-03,2021-01-03,P000034,116
Committee on Energy and Commerce,HSIF,minority,Ranking Member,1.0,,2019-01-03,P000034,115
Committee on Energy and Commerce,HSIF,null,null,1.0,,2017-01-03,P000034,114
Committee on Natural Resources,HSII,null,null,4.0,2013-01-03,2015-01-03,P000034,113
Committee on Energy and Commerce,HSIF,null,null,4.0,2013-01-03,2015-01-03,P000034,113
Committee on Natural Resources,HSII,null,null,5.0,2011-01-19,2013-01-03,P000034,112
Committee on Energy and Commerce,HSIF,null,null,5.0,2011-01-11,2013-01-03,P000034,112
Committee on Natural Resources,HSII,null,null,5.0,2009-01-21,2011-01-03,P000034,111
Committee on Energy and Commerce,HSIF,null,null,5.0,2009-01-07,2011-01-03,P000034,111
Committee on Natural Resources,HSII,null,null,6.0,2007-01-18,2009-01-03,P000034,110
Committee on Energy and Commerce,HSIF,null,null,6.0,2007-01-04,2009-01-03,P000034,110
Committee on Energy and Commerce,HSIF,minority,Member,19.0,,2023-01-03,P000609,117
Select Committee on the Climate Crisis,HSCN,minority,Member,3.0,,2023-01-03,P000609,117
Committee on Transportation and Infrastructure,HSPW,minority,Member,23.0,2019-01-23,2021-01-03,P000609,116
Select Committee on the Climate Crisis,HSCN,minority,Member,3.0,,2021-01-03,P000609,116
"Committee on Science, Space, and Technology",HSSY,majority,Member,14.0,2018-05-16,2019-01-03,P000609,115
"Committee on Science, Space, and Technology",HSSY,majority,Member,null,2017-01-03,2017-06-26,P000609,115
Committee on the Budget,HSBU,majority,Member,11.0,,2019-01-03,P000609,115
Committee on Oversight and Reform,HSGO,majority,Member,21.0,,2019-01-03,P000609,115
Committee on the Budget,HSBU,null,null,18.0,,2017-01-03,P000609,114
Committee on Oversight and Reform,HSGO,null,null,25.0,,2017-01-03,P000609,114
"Committee on Science, Space, and Technology",HSSY,null,null,18.0,,2017-01-03,P000609,114
Committee on Agriculture,HSAG,majority,Member,25.0,,2023-01-03,P000613,117
Committee on Ways and Means,HSWM,majority,Member,21.0,,2023-01-03,P000613,117
Committee on Armed Services,HSAS,majority,Member,29.0,,2023-01-03,P000613,117
Committee on the Budget,HSBU,majority,Member,12.0,2019-01-24,2021-01-03,P000613,116
Committee on Agriculture,HSAG,majority,Member,24.0,2019-01-17,2021-01-03,P000613,116
Committee on Ways and Means,HSWM,majority,Member,22.0,2019-01-15,2021-01-03,P000613,116
Committee on Armed Services,HSAS,minority,Member,28.0,2017-07-12,2019-01-03,P000613,115
Committee on Natural Resources,HSII,minority,Member,null,2017-01-03,2017-07-12,P000613,115
Committee on Agriculture,HSAG,minority,Member,18.0,,2019-01-03,P000613,115
Committee on Veterans' Affairs,HSVR,majority,Member,5.0,,2023-01-03,P000614,117
Committee on Transportation and Infrastructure,HSPW,majority,Member,28.0,,2023-01-03,P000614,117
Committee on Veterans' Affairs,HSVR,majority,Member,7.0,2019-01-17,2021-01-03,P000614,116
Committee on Transportation and Infrastructure,HSPW,majority,Member,35.0,2017-01-17,2021-01-03,P000614,116
Committee on Ways and Means,HSWM,majority,Member,7.0,,2023-01-03,P000096,117
Committee on Ways and Means,HSWM,majority,Member,8.0,2019-01-15,2021-01-03,P000096,116
Committee on Ways and Means,HSWM,minority,Member,9.0,,2019-01-03,P000096,115
Committee on the Budget,HSBU,null,null,3.0,,2017-01-03,P000096,114
Committee on Ways and Means,HSWM,null,null,12.0,,2017-01-03,P000096,114
Committee on Ways and Means,HSWM,null,null,12.0,2013-01-03,2015-01-03,P000096,113
Committee on the Budget,HSBU,null,null,3.0,2013-01-03,2015-01-03,P000096,113
Committee on the Budget,HSBU,null,null,8.0,2011-01-25,2013-01-03,P000096,112
Committee on Ways and Means,HSWM,null,null,13.0,2011-01-11,2013-01-03,P000096,112
Committee on Homeland Security,HSHM,null,null,15.0,2009-01-28,2011-01-03,P000096,111
Committee on Ways and Means,HSWM,null,null,15.0,2009-01-07,2011-01-03,P000096,111
Committee on Homeland Security,HSHM,null,null,1.0,2007-09-20,2009-01-03,P000096,110
Committee on Ways and Means,HSWM,null,null,18.0,2007-01-04,2009-01-03,P000096,110
Committee on Homeland Security,HSHM,majority,Member,4.0,,2023-01-03,P000604,117
Committee on Transportation and Infrastructure,HSPW,majority,Member,16.0,,2023-01-03,P000604,117
Committee on Homeland Security,HSHM,majority,Member,5.0,2019-01-23,2021-01-03,P000604,116
Committee on Transportation and Infrastructure,HSPW,majority,Member,18.0,2017-01-17,2021-01-03,P000604,116
Committee on Homeland Security,HSHM,minority,Member,6.0,,2019-01-03,P000604,115
Committee on Transportation and Infrastructure,HSPW,minority,Member,23.0,,2019-01-03,P000604,115
Committee on Homeland Security,HSHM,null,null,8.0,,2017-01-03,P000604,114
Committee on Small Business,HSSM,null,null,4.0,,2017-01-03,P000604,114
Committee on Small Business,HSSM,null,null,6.0,2013-01-14,2015-01-03,P000604,113
Committee on Homeland Security,HSHM,null,null,9.0,2013-01-03,2015-01-03,P000604,113
Committee on Energy and Commerce,HSIF,minority,Member,23.0,,2023-01-03,P000615,117
Committee on Foreign Affairs,HSFA,minority,Member,19.0,2019-01-23,2021-01-03,P000615,116
Committee on Transportation and Infrastructure,HSPW,minority,Member,30.0,2019-01-23,2021-01-03,P000615,116
Committee on Financial Services,HSBA,majority,Member,8.0,,2023-01-03,P000593,117
Select Committee on the Modernization of Congress,HSMH,majority,Member,4.0,,2023-01-03,P000593,117
Committee on Rules,HSRU,majority,Member,4.0,,2023-01-03,P000593,117
"Committee on Science, Space, and Technology",HSSY,majority,Member,9.0,,2023-01-03,P000593,117
"Committee on Science, Space, and Technology",HSSY,majority,Member,13.0,2019-01-23,2021-01-03,P000593,116
Committee on Financial Services,HSBA,majority,Member,10.0,2019-01-17,2021-01-03,P000593,116
Committee on Rules,HSRU,majority,Member,4.0,2019-01-08,2021-01-03,P000593,116
Committee on Financial Services,HSBA,minority,Member,14.0,,2019-01-03,P000593,115
"Committee on Science, Space, and Technology",HSSY,minority,Member,11.0,,2019-01-03,P000593,115
Committee on Financial Services,HSBA,null,null,15.0,,2017-01-03,P000593,114
"Committee on Science, Space, and Technology",HSSY,null,null,13.0,,2017-01-03,P000593,114
Committee on Financial Services,HSBA,null,null,16.0,2013-01-03,2015-01-03,P000593,113
Committee on Financial Services,HSBA,null,null,22.0,2011-01-19,2013-01-03,P000593,112
Committee on Rules,HSRU,null,null,10.0,2009-01-13,2011-01-03,P000593,111
Committee on Financial Services,HSBA,null,null,28.0,2009-01-07,2011-01-03,P000593,111
Committee on Financial Services,HSBA,null,null,32.0,2007-01-12,2009-01-03,P000593,110
Committee on Homeland Security,HSHM,null,null,18.0,2007-01-12,2009-01-03,P000593,110
Committee on Foreign Affairs,HSFA,minority,Member,5.0,,2023-01-03,P000605,117
Committee on Transportation and Infrastructure,HSPW,minority,Member,7.0,,2023-01-03,P000605,117
Committee on Foreign Affairs,HSFA,minority,Member,5.0,2019-01-23,2021-01-03,P000605,116
Committee on Transportation and Infrastructure,HSPW,minority,Member,8.0,2019-01-23,2021-01-03,P000605,116
Committee on Foreign Affairs,HSFA,majority,Member,13.0,,2019-01-03,P000605,115
Committee on Homeland Security,HSHM,majority,Member,6.0,,2019-01-03,P000605,115
Committee on Transportation and Infrastructure,HSPW,majority,Member,14.0,,2019-01-03,P000605,115
Committee on Foreign Affairs,HSFA,null,null,16.0,,2017-01-03,P000605,114
Committee on Homeland Security,HSHM,null,null,9.0,,2017-01-03,P000605,114
Committee on Transportation and Infrastructure,HSPW,null,null,19.0,,2017-01-03,P000605,114
Committee on Transportation and Infrastructure,HSPW,null,null,31.0,2013-01-04,2015-01-03,P000605,113
Committee on Foreign Affairs,HSFA,null,null,18.0,2013-01-04,2015-01-03,P000605,113
Committee on Homeland Security,HSHM,null,null,18.0,2013-01-04,2015-01-03,P000605,113
Committee on Energy and Commerce,HSIF,majority,Member,18.0,,2023-01-03,P000608,117
Committee on Small Business,HSSM,majority,Member,10.0,,2023-01-03,P000608,117
Committee on the Budget,HSBU,majority,Member,19.0,,2023-01-03,P000608,117
Committee on the Budget,HSBU,majority,Member,21.0,2019-02-13,2021-01-03,P000608,116
Committee on Energy and Commerce,HSIF,majority,Member,22.0,2019-01-15,2021-01-03,P000608,116
Committee on Armed Services,HSAS,minority,Member,null,2017-01-06,2017-02-06,P000608,115
Committee on Energy and Commerce,HSIF,minority,Member,23.0,,2019-01-03,P000608,115
Committee on Veterans' Affairs,HSVR,minority,Member,10.0,,2019-01-03,P000608,115
Committee on Armed Services,HSAS,null,null,16.0,,2017-01-03,P000608,114
Committee on the Judiciary,HSJU,null,null,16.0,,2017-01-03,P000608,114
"Committee on Science, Space, and Technology",HSSY,null,null,11.0,2013-01-14,2015-01-03,P000608,113
Committee on Armed Services,HSAS,null,null,24.0,2013-01-03,2015-01-03,P000608,113
Committee on Foreign Affairs,HSFA,minority,Member,19.0,,2023-01-03,P000048,117
Committee on Homeland Security,HSHM,minority,Member,15.0,,2023-01-03,P000048,117
Committee on Ethics,HSSO,majority,Member,3.0,,2023-01-03,P000616,117
Select Committee on the Modernization of Congress,HSMH,majority,Member,5.0,,2023-01-03,P000616,117
Committee on Foreign Affairs,HSFA,majority,Member,14.0,,2023-01-03,P000616,117
Committee on Small Business,HSSM,majority,Member,6.0,,2023-01-03,P000616,117
Committee on Ethics,HSSO,majority,Member,4.0,2019-02-13,2021-01-03,P000616,116
Committee on Financial Services,HSBA,majority,Member,34.0,2019-01-17,2021-01-03,P000616,116
Committee on Foreign Affairs,HSFA,majority,Member,16.0,2019-01-17,2021-01-03,P000616,116
Committee on Agriculture,HSAG,majority,Member,10.0,,2023-01-03,P000597,117
Committee on Appropriations,HSAP,majority,Member,12.0,,2023-01-03,P000597,117
Committee on Agriculture,HSAG,majority,Member,18.0,2019-01-17,2021-01-03,P000597,116
Committee on Appropriations,HSAP,majority,Member,15.0,2019-01-15,2021-01-03,P000597,116
Committee on Appropriations,HSAP,minority,Member,15.0,,2019-01-03,P000597,115
Committee on Appropriations,HSAP,null,null,19.0,,2017-01-03,P000597,114
Committee on Appropriations,HSAP,null,null,20.0,2013-01-03,2015-01-03,P000597,113
Committee on Agriculture,HSAG,null,null,13.0,2011-01-19,2013-01-03,P000597,112
Committee on Armed Services,HSAS,null,null,16.0,2011-01-19,2013-01-03,P000597,112
Committee on Rules,HSRU,null,null,11.0,2009-01-13,2011-01-03,P000597,111
Committee on Armed Services,HSAS,null,null,29.0,2009-01-07,2011-01-03,P000597,111
Committee on Agriculture,HSAG,majority,Member,15.0,,2023-01-03,P000610,117
Committee on Ways and Means,HSWM,majority,Member,25.0,,2023-01-03,P000610,117
Committee on the Budget,HSBU,majority,Member,13.0,,2023-01-03,P000610,117
Committee on Oversight and Reform,HSGO,majority,Member,17.0,2019-01-23,2021-01-03,P000610,116
Committee on Agriculture,HSAG,majority,Member,7.0,2019-01-17,2021-01-03,P000610,116
Committee on Transportation and Infrastructure,HSPW,majority,Member,21.0,2017-01-17,2021-01-03,P000610,116
Committee on Agriculture,HSAG,minority,Member,13.0,,2019-01-03,P000610,115
Committee on Oversight and Reform,HSGO,minority,Member,11.0,,2019-01-03,P000610,115
Committee on Transportation and Infrastructure,HSPW,minority,Member,27.0,,2019-01-03,P000610,115
Committee on Agriculture,HSAG,null,null,16.0,,2017-01-03,P000610,114
Committee on Oversight and Reform,HSGO,null,null,14.0,,2017-01-03,P000610,114
Committee on Appropriations,HSAP,majority,Member,17.0,,2023-01-03,P000607,117
Committee on Education and Labor,HSED,majority,Member,24.0,,2023-01-03,P000607,117
Committee on Appropriations,HSAP,majority,Member,20.0,2019-01-15,2021-01-03,P000607,116
Select Committee on the Modernization of Congress,HSMH,majority,Member,5.0,,2021-01-03,P000607,116
Committee on Appropriations,HSAP,minority,Member,20.0,,2019-01-03,P000607,115
Committee on the Budget,HSBU,null,null,9.0,,2017-01-03,P000607,114
Committee on Education and Labor,HSED,null,null,11.0,,2017-01-03,P000607,114
Committee on Education and Labor,HSED,null,null,18.0,2013-10-29,2015-01-03,P000607,113
Committee on the Budget,HSBU,null,null,10.0,2013-01-14,2015-01-03,P000607,113
Committee on Oversight and Reform,HSGO,null,null,11.0,2013-01-03,2013-10-29,P000607,113
Committee on Natural Resources,HSII,majority,Member,10.0,,2023-01-03,P000618,117
Committee on Oversight and Reform,HSGO,majority,Member,12.0,,2023-01-03,P000618,117
Committee on Oversight and Reform,HSGO,majority,Member,23.0,2019-12-19,2021-01-03,P000618,116
Committee on Financial Services,HSBA,majority,Member,21.0,2019-01-17,2021-01-03,P000618,116
Committee on Financial Services,HSBA,minority,Member,3.0,,2023-01-03,P000599,117
"Committee on Science, Space, and Technology",HSSY,minority,Member,3.0,,2023-01-03,P000599,117
Committee on Financial Services,HSBA,minority,Member,3.0,2019-01-23,2021-01-03,P000599,116
"Committee on Science, Space, and Technology",HSSY,minority,Member,3.0,2019-01-23,2021-01-03,P000599,116
Committee on Financial Services,HSBA,majority,Member,7.0,,2019-01-03,P000599,115
"Committee on Science, Space, and Technology",HSSY,majority,Member,6.0,,2019-01-03,P000599,115
Committee on Financial Services,HSBA,null,null,9.0,,2017-01-03,P000599,114
"Committee on Science, Space, and Technology",HSSY,null,null,9.0,,2017-01-03,P000599,114
Committee on Financial Services,HSBA,null,null,15.0,2013-01-04,2015-01-03,P000599,113
"Committee on Science, Space, and Technology",HSSY,null,null,14.0,2013-01-04,2015-01-03,P000599,113
Committee on Financial Services,HSBA,null,null,21.0,2011-01-12,2013-01-03,P000599,112
Committee on Financial Services,HSBA,null,null,25.0,2009-01-09,2011-01-03,P000599,111
Committee on Oversight and Reform,HSGO,majority,Member,24.0,,2023-01-03,P000617,117
Committee on Financial Services,HSBA,majority,Member,19.0,,2023-01-03,P000617,117
Committee on Oversight and Reform,HSGO,majority,Member,21.0,2019-01-23,2021-01-03,P000617,116
Committee on Financial Services,HSBA,majority,Member,24.0,2019-01-17,2021-01-03,P000617,116
Committee on Appropriations,HSAP,majority,Member,3.0,,2023-01-03,P000523,117
Committee on the Budget,HSBU,majority,Member,6.0,,2023-01-03,P000523,117
Committee on the Budget,HSBU,majority,Member,9.0,2019-01-24,2021-01-03,P000523,116
Committee on Appropriations,HSAP,majority,Member,6.0,2019-01-15,2021-01-03,P000523,116
Committee on Appropriations,HSAP,minority,Member,6.0,,2019-01-03,P000523,115
Committee on Appropriations,HSAP,null,null,6.0,,2017-01-03,P000523,114
Committee on Appropriations,HSAP,null,null,8.0,2013-01-03,2015-01-03,P000523,113
Committee on Appropriations,HSAP,null,null,10.0,2011-01-11,2013-01-03,P000523,112
Committee on Appropriations,HSAP,null,null,12.0,2009-01-07,2011-01-03,P000523,111
Committee on Appropriations,HSAP,null,null,13.0,2007-01-04,2009-01-03,P000523,110
Committee on Appropriations,HSAP,majority,Member,13.0,,2023-01-03,Q000023,117
Permanent Select Committee on Intelligence,HSIG,majority,Member,6.0,2019-01-16,2021-01-03,Q000023,116
Committee on Appropriations,HSAP,majority,Member,16.0,2019-01-15,2021-01-03,Q000023,116
Committee on Appropriations,HSAP,minority,Member,16.0,,2019-01-03,Q000023,115
Permanent Select Committee on Intelligence,HSIG,minority,Member,6.0,,2019-01-03,Q000023,115
Committee on Appropriations,HSAP,null,null,20.0,,2017-01-03,Q000023,114
Permanent Select Committee on Intelligence,HSIG,null,null,7.0,,2017-01-03,Q000023,114
Committee on Appropriations,HSAP,null,null,21.0,2013-01-14,2015-01-03,Q000023,113
Committee on the Judiciary,HSJU,null,null,10.0,2013-01-03,2013-01-14,Q000023,113
Committee on Oversight and Reform,HSGO,null,null,9.0,2013-01-03,2013-01-14,Q000023,113
Committee on the Judiciary,HSJU,null,null,12.0,2011-01-19,2013-01-03,Q000023,112
Committee on Oversight and Reform,HSGO,null,null,11.0,2011-01-19,2013-01-03,Q000023,112
Committee on the Judiciary,HSJU,null,null,15.0,2009-04-30,2011-01-04,Q000023,111
Committee on Oversight and Reform,HSGO,null,null,12.0,2009-04-30,2011-01-04,Q000023,111
Committee on Veterans' Affairs,HSVR,minority,Member,2.0,,2023-01-03,R000600,117
Committee on Natural Resources,HSII,minority,Member,10.0,,2023-01-03,R000600,117
Committee on Natural Resources,HSII,minority,Member,12.0,2019-01-24,2021-01-03,R000600,116
Committee on Small Business,HSSM,minority,Member,2.0,2019-01-24,2021-01-03,R000600,116
Committee on Veterans' Affairs,HSVR,minority,Member,3.0,2019-01-23,2021-01-03,R000600,116
Committee on Natural Resources,HSII,majority,Member,18.0,,2019-01-03,R000600,115
Committee on Small Business,HSSM,majority,Member,5.0,,2019-01-03,R000600,115
Committee on Veterans' Affairs,HSVR,majority,Member,4.0,,2019-01-03,R000600,115
Committee on Natural Resources,HSII,null,null,22.0,,2017-01-03,R000600,114
Committee on Small Business,HSSM,null,null,8.0,,2017-01-03,R000600,114
Committee on Veterans' Affairs,HSVR,null,null,13.0,,2017-01-03,R000600,114
Committee on Oversight and Reform,HSGO,majority,Member,7.0,,2023-01-03,R000606,117
